day,time,value,key
30,0,"	0.00300000000000011",kv
30,1,"	0",kv
30,2,"	0",kv
30,3,"	0",kv
30,4,"	0",kv
30,5,"	0",kv
30,6,"	0",kv
30,7,"	0.00500000000000966",kv
30,8,"	0.000999999999990564",kv
30,9,"	0.0580000000000069",kv
30,10,"	0.00499999999999545",kv
30,11,"	0.00300000000000011",kv
30,12,"	0.0889999999999986",kv
30,13,"	0.0150000000000006",kv
30,14,"	0.0310000000000059",kv
30,15,"	0.0819999999999936",kv
30,16,"	0.0320000000000107",kv
30,17,"	0.00999999999999091",kv
30,18,"	0.0160000000000053",kv
30,19,"	0.0109999999999957",kv
30,20,"	0.00600000000000023",kv
30,21,"	0.034000000000006",kv
30,22,"	0.0189999999999912",kv
30,23,"	0.0290000000000106",kv
31,0,"	0",kv
31,1,"	0",kv
31,2,"	0",kv
31,3,"	0",kv
31,4,"	0",kv
31,5,"	0",kv
31,6,"	0",kv
31,7,"	0.00399999999999068",kv
31,8,"	0.00400000000000489",kv
31,9,"	0.0150000000000006",kv
31,10,"	0.0240000000000009",kv
31,11,"	0.0499999999999972",kv
31,12,"	0.0529999999999973",kv
31,13,"	0",kv
31,14,"	0",kv
31,15,"	0.00200000000000955",kv
31,16,"	0",kv
31,17,"	0.00599999999998602",kv
31,18,"	0.00500000000000966",kv
31,19,"	0.00499999999999545",kv
31,20,"	0.0130000000000052",kv
31,21,"	0.0450000000000017",kv
31,22,"	0.0189999999999912",kv
31,23,"	0.00500000000000966",kv
1,0,"	0.00399999999999068",kv
1,1,"	0",kv
1,2,"	0",kv
1,3,"	0",kv
1,4,"	0",kv
1,5,"	0",kv
1,6,"	0",kv
1,7,"	0",kv
1,8,"	0.00300000000000011",kv
1,9,"	0.0180000000000007",kv
1,10,"	0.0810000000000031",kv
1,11,"	0.0529999999999973",kv
1,12,"	0.0670000000000073",kv
1,13,"	0.039999999999992",kv
1,14,"	0",kv
1,15,"	0.00800000000000978",kv
1,16,"	0.0119999999999862",kv
1,17,"	0.0150000000000006",kv
1,18,"	0.0300000000000011",kv
1,19,"	0",kv
1,20,"	0.0100000000000051",kv
1,21,"	0.0180000000000007",kv
1,22,"	0",kv
1,23,"	0.00400000000000489",kv
2,0,"	0",kv
2,1,"	0",kv
2,2,"	0",kv
2,3,"	0",kv
2,4,"	0.0120000000000005",kv
2,5,"	0.0219999999999914",kv
2,6,"	0",kv
2,7,"	0",kv
2,8,"	0.00300000000000011",kv
2,9,"	0.0139999999999958",kv
2,10,"	0.0430000000000064",kv
2,11,"	0",kv
2,12,"	0",kv
2,13,"	0",kv
2,14,"	0",kv
2,15,"	0.0130000000000052",kv
2,16,"	0.00699999999999079",kv
2,17,"	0",kv
2,18,"	0",kv
2,19,"	0.0640000000000072",kv
2,20,"	0.039999999999992",kv
2,21,"	0",kv
2,22,"	0",kv
2,23,"	0.00400000000000489",kv
3,0,"	0",kv
3,1,"	0",kv
3,2,"	0",kv
3,3,"	0",kv
3,4,"	0.0109999999999957",kv
3,5,"	0.0120000000000005",kv
3,6,"	0",kv
3,7,"	0",kv
3,8,"	0.00300000000000011",kv
3,9,"	0.0110000000000099",kv
3,10,"	0.0509999999999877",kv
3,11,"	0",kv
3,12,"	0",kv
3,13,"	0",kv
3,14,"	0.0280000000000058",kv
3,15,"	0",kv
3,16,"	0.00199999999999534",kv
3,17,"	0.00100000000000477",kv
3,18,"	0.0630000000000024",kv
3,19,"	0",kv
3,20,"	0",kv
3,21,"	0",kv
3,22,"	0.00400000000000489",kv
3,23,"	0",kv
4,0,"	0",kv
4,1,"	0",kv
4,2,"	0",kv
4,3,"	0",kv
4,4,"	0.00999999999999091",kv
4,5,"	0.0150000000000006",kv
4,6,"	0",kv
4,7,"	0",kv
4,8,"	0.00600000000000023",kv
4,9,"	0.007000000000005",kv
4,10,"	0.0319999999999965",kv
4,11,"	0",kv
4,12,"	0",kv
4,13,"	0.00400000000000489",kv
4,14,"	0.0219999999999914",kv
4,15,"	0",kv
4,16,"	0.00900000000000034",kv
4,17,"	0.109999999999999",kv
4,18,"	0.007000000000005",kv
4,19,"	0.00499999999999545",kv
4,20,"	0.00500000000000966",kv
4,21,"	0.000999999999990564",kv
4,22,"	0.00100000000000477",kv
4,23,"	0",kv
5,0,"	0.00400000000000489",kv
5,1,"	0",kv
5,2,"	0",kv
5,3,"	0",kv
5,4,"	0.0120000000000005",kv
5,5,"	0.0289999999999964",kv
5,6,"	0.00300000000000011",kv
5,7,"	0.0109999999999957",kv
5,8,"	0.00499999999999545",kv
5,9,"	0",kv
5,10,"	0.0400000000000063",kv
5,11,"	0.00100000000000477",kv
5,12,"	0",kv
5,13,"	0",kv
5,14,"	0.0180000000000007",kv
5,15,"	0",kv
5,16,"	0.0609999999999928",kv
5,17,"	0.00499999999999545",kv
5,18,"	0.00300000000000011",kv
5,19,"	0.085000000000008",kv
5,20,"	0.00199999999999534",kv
5,21,"	0.007000000000005",kv
5,22,"	0",kv
5,23,"	0.00399999999999068",kv
6,0,"	0",kv
6,1,"	0",kv
6,2,"	0",kv
6,3,"	0",kv
6,4,"	0",kv
6,5,"	0.00400000000000489",kv
6,6,"	0",kv
6,7,"	0",kv
6,8,"	0.0109999999999957",kv
6,9,"	0.00800000000000978",kv
6,10,"	0.00300000000000011",kv
6,11,"	0.0609999999999928",kv
6,12,"	0",kv
6,13,"	0.00900000000000034",kv
6,14,"	0.0300000000000011",kv
6,15,"	0.0150000000000006",kv
6,16,"	0.00600000000000023",kv
6,17,"	0.00799999999999557",kv
6,18,"	0.00900000000000034",kv
6,19,"	0.00100000000000477",kv
6,20,"	0.0139999999999958",kv
6,21,"	0.0230000000000103",kv
6,22,"	0.00399999999999068",kv
6,23,"	0.00300000000000011",kv
7,0,"	0",kv
7,1,"	0",kv
7,2,"	0",kv
7,3,"	0",kv
7,4,"	0",kv
7,5,"	0",kv
7,6,"	0",kv
7,7,"	0.0150000000000006",kv
7,8,"	0.0130000000000052",kv
7,9,"	0.0519999999999925",kv
7,10,"	0.0670000000000073",kv
7,11,"	0",kv
7,12,"	0",kv
7,13,"	0.00100000000000477",kv
7,14,"	0.0629999999999882",kv
7,15,"	0.00500000000000966",kv
7,16,"	0.00699999999999079",kv
7,17,"	0.00300000000000011",kv
7,18,"	0.00300000000000011",kv
7,19,"	0.00200000000000955",kv
7,20,"	0.0459999999999923",kv
7,21,"	0.00300000000000011",kv
7,22,"	0.0310000000000059",kv
7,23,"	0.00399999999999068",kv
8,0,"	0",kv
8,1,"	0",kv
8,2,"	0",kv
8,3,"	0",kv
8,4,"	0",kv
8,5,"	0.00500000000000966",kv
8,6,"	0",kv
8,7,"	0.0210000000000008",kv
8,8,"	0.0379999999999967",kv
8,9,"	0.063999999999993",kv
8,10,"	0.0630000000000024",kv
8,11,"	0.0520000000000067",kv
8,12,"	0.0439999999999969",kv
8,13,"	0",kv
8,14,"	0",kv
8,15,"	0.0210000000000008",kv
8,16,"	0.0259999999999962",kv
8,17,"	0.0109999999999957",kv
8,18,"	0.0560000000000116",kv
8,19,"	0.000999999999990564",kv
8,20,"	0.01400000000001",kv
8,21,"	0.012999999999991",kv
8,22,"	0",kv
8,23,"	0.00100000000000477",kv
9,0,"	0.00600000000000023",kv
9,1,"	0",kv
9,2,"	0",kv
9,3,"	0",kv
9,4,"	0.00799999999999557",kv
9,5,"	0.0120000000000005",kv
9,6,"	0",kv
9,7,"	0",kv
9,8,"	0.00300000000000011",kv
9,9,"	0.00600000000000023",kv
9,10,"	0.0370000000000061",kv
9,11,"	0.000999999999990564",kv
9,12,"	0",kv
9,13,"	0",kv
9,14,"	0.0100000000000051",kv
9,15,"	0.0160000000000053",kv
9,16,"	0.0369999999999919",kv
9,17,"	0",kv
9,18,"	0",kv
9,19,"	0.00800000000000978",kv
9,20,"	0.00999999999999091",kv
9,21,"	0.00300000000000011",kv
9,22,"	0",kv
9,23,"	0.00400000000000489",kv
10,0,"	0",kv
10,1,"	0",kv
10,2,"	0",kv
10,3,"	0",kv
10,4,"	0.0109999999999957",kv
10,5,"	0.00799999999999557",kv
10,6,"	0.0130000000000052",kv
10,7,"	0.00300000000000011",kv
10,8,"	0.00499999999999545",kv
10,9,"	0.00600000000000023",kv
10,10,"	0.0400000000000063",kv
10,11,"	0.00100000000000477",kv
10,12,"	0",kv
10,13,"	0",kv
10,14,"	0.0289999999999964",kv
10,15,"	0.070999999999998",kv
10,16,"	0",kv
10,17,"	0.00100000000000477",kv
10,18,"	0.0360000000000014",kv
10,19,"	0",kv
10,20,"	0.0159999999999911",kv
10,21,"	0.00799999999999557",kv
10,22,"	0.00600000000000023",kv
10,23,"	0.00500000000000966",kv
11,0,"	0",kv
11,1,"	0",kv
11,2,"	0",kv
11,3,"	0",kv
11,4,"	0.0219999999999914",kv
11,5,"	0.0190000000000055",kv
11,6,"	0",kv
11,7,"	0.00300000000000011",kv
11,8,"	0.00499999999999545",kv
11,9,"	0.00300000000000011",kv
11,10,"	0.0500000000000114",kv
11,11,"	0.00300000000000011",kv
11,12,"	0",kv
11,13,"	0.0139999999999958",kv
11,14,"	0.0139999999999958",kv
11,15,"	0.00400000000000489",kv
11,16,"	0.000999999999990564",kv
11,17,"	0.0620000000000118",kv
11,18,"	0.0330000000000013",kv
11,19,"	0",kv
11,20,"	0.0239999999999867",kv
11,21,"	0.00200000000000955",kv
11,22,"	0.00399999999999068",kv
11,23,"	0",kv
12,0,"	0",kv
12,1,"	0",kv
12,2,"	0",kv
12,3,"	0",kv
12,4,"	0.0120000000000005",kv
12,5,"	0.0220000000000056",kv
12,6,"	0.00300000000000011",kv
12,7,"	0",kv
12,8,"	0",kv
12,9,"	0.00300000000000011",kv
12,10,"	0.0409999999999968",kv
12,11,"	0.00100000000000477",kv
12,12,"	0",kv
12,13,"	0",kv
12,14,"	0.00600000000000023",kv
12,15,"	0.046999999999997",kv
12,16,"	0.00600000000000023",kv
12,17,"	0.00499999999999545",kv
12,18,"	0.00200000000000955",kv
12,19,"	0.0349999999999966",kv
12,20,"	0.00199999999999534",kv
12,21,"	0.0550000000000068",kv
12,22,"	0.00900000000000034",kv
12,23,"	0.00300000000000011",kv
13,0,"	0",kv
13,1,"	0",kv
13,2,"	0",kv
13,3,"	0",kv
13,4,"	0",kv
13,5,"	0.00600000000000023",kv
13,6,"	0.00600000000000023",kv
13,7,"	0.0319999999999965",kv
13,8,"	0.0510000000000019",kv
13,9,"	0",kv
13,10,"	0",kv
13,11,"	0",kv
13,12,"	0.00100000000000477",kv
13,13,"	0.0109999999999957",kv
13,14,"	0.0150000000000006",kv
13,15,"	0.00600000000000023",kv
13,16,"	0.012999999999991",kv
13,17,"	0",kv
13,18,"	0",kv
13,19,"	0",kv
13,20,"	0",kv
13,21,"	0",kv
13,22,"	0.0120000000000005",kv
13,23,"	0.0250000000000057",kv
14,0,"	0.00400000000000489",kv
14,1,"	0",kv
14,2,"	0.00300000000000011",kv
14,3,"	0",kv
14,4,"	0",kv
14,5,"	0.00499999999999545",kv
14,6,"	0.00499999999999545",kv
14,7,"	0",kv
14,8,"	0.00900000000000034",kv
14,9,"	0.00200000000000955",kv
14,10,"	0.0749999999999886",kv
14,11,"	0.0580000000000069",kv
14,12,"	0.00400000000000489",kv
14,13,"	0.0139999999999958",kv
14,14,"	0.00399999999999068",kv
14,15,"	0.00400000000000489",kv
14,16,"	0.00100000000000477",kv
14,17,"	0.0289999999999964",kv
14,18,"	0.00900000000000034",kv
14,19,"	0.0589999999999975",kv
14,20,"	0",kv
14,21,"	0.0300000000000011",kv
14,22,"	0.0259999999999962",kv
14,23,"	0.00300000000000011",kv
15,0,"	0",kv
15,1,"	0",kv
15,2,"	0",kv
15,3,"	0",kv
15,4,"	0.00300000000000011",kv
15,5,"	0.00500000000000966",kv
15,6,"	0",kv
15,7,"	0",kv
15,8,"	0.00799999999999557",kv
15,9,"	0.0520000000000067",kv
15,10,"	0.0609999999999928",kv
15,11,"	0.0430000000000064",kv
15,12,"	0.0289999999999964",kv
15,13,"	0.078000000000003",kv
15,14,"	0.019999999999996",kv
15,15,"	0.00600000000000023",kv
15,16,"	0.0339999999999918",kv
15,17,"	0.00800000000000978",kv
15,18,"	0.0499999999999972",kv
15,19,"	0.0210000000000008",kv
15,20,"	0.00199999999999534",kv
15,21,"	0.0130000000000052",kv
15,22,"	0",kv
15,23,"	0.00600000000000023",kv
16,0,"	0",kv
16,1,"	0",kv
16,2,"	0",kv
16,3,"	0",kv
16,4,"	0.00900000000000034",kv
16,5,"	0.00600000000000023",kv
16,6,"	0",kv
16,7,"	0",kv
16,8,"	0",kv
16,9,"	0.0429999999999922",kv
16,10,"	0.007000000000005",kv
16,11,"	0.00100000000000477",kv
16,12,"	0",kv
16,13,"	0",kv
16,14,"	0.00499999999999545",kv
16,15,"	0",kv
16,16,"	0.0289999999999964",kv
16,17,"	0.0480000000000018",kv
16,18,"	0.00600000000000023",kv
16,19,"	0.0370000000000061",kv
16,20,"	0.00399999999999068",kv
16,21,"	0.00100000000000477",kv
16,22,"	0",kv
16,23,"	0.00499999999999545",kv
17,0,"	0",kv
17,1,"	0",kv
17,2,"	0",kv
17,3,"	0",kv
17,4,"	0.0110000000000099",kv
17,5,"	0.00900000000000034",kv
17,6,"	0",kv
17,7,"	0",kv
17,8,"	0",kv
17,9,"	0.00600000000000023",kv
17,10,"	0.0379999999999967",kv
17,11,"	0",kv
17,12,"	0",kv
17,13,"	0",kv
17,14,"	0",kv
17,15,"	0.0139999999999958",kv
17,16,"	0.007000000000005",kv
17,17,"	0",kv
17,18,"	0.0189999999999912",kv
17,19,"	0.0220000000000056",kv
17,20,"	0.00100000000000477",kv
17,21,"	0",kv
17,22,"	0",kv
17,23,"	0.00600000000000023",kv
18,0,"	0.00300000000000011",kv
18,1,"	0",kv
18,2,"	0",kv
18,3,"	0",kv
18,4,"	0.027000000000001",kv
18,5,"	0.000999999999990564",kv
18,6,"	0",kv
18,7,"	0",kv
18,8,"	0",kv
18,9,"	0.00600000000000023",kv
18,10,"	0.0439999999999969",kv
18,11,"	0.00100000000000477",kv
18,12,"	0",kv
18,13,"	0",kv
18,14,"	0.0220000000000056",kv
18,15,"	0.0519999999999925",kv
18,16,"	0.046999999999997",kv
18,17,"	0.0110000000000099",kv
18,18,"	0.0259999999999962",kv
18,19,"	0.0160000000000053",kv
18,20,"	0",kv
18,21,"	0",kv
18,22,"	0.000999999999990564",kv
18,23,"	0.00500000000000966",kv
19,0,"	0",kv
19,1,"	0.00300000000000011",kv
19,2,"	0",kv
19,3,"	0.00300000000000011",kv
19,4,"	0.0120000000000005",kv
19,5,"	0",kv
19,6,"	0",kv
19,7,"	0",kv
19,8,"	0",kv
19,9,"	0.0679999999999978",kv
19,10,"	0.00900000000000034",kv
19,11,"	0.00499999999999545",kv
19,12,"	0",kv
19,13,"	0.00100000000000477",kv
19,14,"	0",kv
19,15,"	0.012999999999991",kv
19,16,"	0.0730000000000075",kv
19,17,"	0.0289999999999964",kv
19,18,"	0.0379999999999967",kv
19,19,"	0.0210000000000008",kv
19,20,"	0.00600000000000023",kv
19,21,"	0.00300000000000011",kv
19,22,"	0.0100000000000051",kv
19,23,"	0.00499999999999545",kv
20,0,"	0",kv
20,1,"	0",kv
20,2,"	0",kv
20,3,"	0",kv
20,4,"	0.00900000000000034",kv
20,5,"	0.0520000000000067",kv
20,6,"	0.0319999999999965",kv
20,7,"	0.046999999999997",kv
20,8,"	0.0379999999999967",kv
20,9,"	0.0460000000000065",kv
20,10,"	0.0579999999999927",kv
20,11,"	0.0110000000000099",kv
20,12,"	0.039999999999992",kv
20,13,"	0.0300000000000011",kv
20,14,"	0.0570000000000022",kv
20,15,"	0.0679999999999978",kv
20,16,"	0.0510000000000019",kv
20,17,"	0.0619999999999976",kv
20,18,"	0.0379999999999967",kv
20,19,"	0.0750000000000028",kv
20,20,"	0.0600000000000023",kv
20,21,"	0.0390000000000015",kv
20,22,"	0.0480000000000018",kv
20,23,"	0.0180000000000007",kv
21,0,"	0.0360000000000014",kv
21,1,"	0.0529999999999973",kv
21,2,"	0.0130000000000052",kv
21,3,"	0",kv
21,4,"	0",kv
21,5,"	0.00699999999999079",kv
21,6,"	0.007000000000005",kv
21,7,"	0",kv
21,8,"	0.0150000000000006",kv
21,9,"	0.0669999999999931",kv
21,10,"	0.0870000000000033",kv
21,11,"	0.0849999999999937",kv
21,12,"	0.00100000000000477",kv
21,13,"	0",kv
21,14,"	0",kv
21,15,"	0",kv
21,16,"	0",kv
21,17,"	0",kv
21,18,"	0",kv
21,19,"	0",kv
21,20,"	0",kv
21,21,"	0",kv
21,22,"	0.00300000000000011",kv
21,23,"	0.0310000000000059",kv
22,0,"	0.00499999999999545",kv
22,1,"	0",kv
22,2,"	0",kv
22,3,"	0",kv
22,4,"	0",kv
22,5,"	0",kv
22,6,"	0",kv
22,7,"	0",kv
22,8,"	0.00300000000000011",kv
22,9,"	0.0240000000000009",kv
22,10,"	0.0160000000000053",kv
22,11,"	0.0240000000000009",kv
22,12,"	0.0719999999999885",kv
22,13,"	0.0420000000000016",kv
22,14,"	0.00200000000000955",kv
22,15,"	0.00199999999999534",kv
22,16,"	0.00499999999999545",kv
22,17,"	0.0499999999999972",kv
22,18,"	0.0210000000000008",kv
22,19,"	0.00200000000000955",kv
22,20,"	0.00999999999999091",kv
22,21,"	0",kv
22,22,"	0.00300000000000011",kv
22,23,"	0",kv
23,0,"	0.00400000000000489",kv
23,1,"	0",kv
23,2,"	0",kv
23,3,"	0",kv
23,4,"	0.00900000000000034",kv
23,5,"	0",kv
23,6,"	0",kv
23,7,"	0",kv
23,8,"	0",kv
23,9,"	0.00400000000000489",kv
23,10,"	0.0349999999999966",kv
23,11,"	0",kv
23,12,"	0.00499999999999545",kv
23,13,"	0",kv
23,14,"	0.00900000000000034",kv
23,15,"	0",kv
23,16,"	0.00400000000000489",kv
23,17,"	0.0169999999999959",kv
23,18,"	0.0190000000000055",kv
23,19,"	0.00999999999999091",kv
23,20,"	0.00500000000000966",kv
23,21,"	0.00399999999999068",kv
23,22,"	0",kv
23,23,"	0.00600000000000023",kv
24,0,"	0",kv
24,1,"	0",kv
24,2,"	0",kv
24,3,"	0.00300000000000011",kv
24,4,"	0.00900000000000034",kv
24,5,"	0",kv
24,6,"	0",kv
24,7,"	0",kv
24,8,"	0",kv
24,9,"	0.00500000000000966",kv
24,10,"	0.0439999999999969",kv
24,11,"	0",kv
24,12,"	0",kv
24,13,"	0.000999999999990564",kv
24,14,"	0",kv
24,15,"	0.0160000000000053",kv
24,16,"	0.0150000000000006",kv
24,17,"	0",kv
24,18,"	0.0580000000000069",kv
24,19,"	0.032999999999987",kv
24,20,"	0.00300000000000011",kv
24,21,"	0.00400000000000489",kv
24,22,"	0.00199999999999534",kv
24,23,"	0.00400000000000489",kv
25,0,"	0",kv
25,1,"	0.00199999999999534",kv
25,2,"	0",kv
25,3,"	0",kv
25,4,"	0.0150000000000006",kv
25,5,"	0.00600000000000023",kv
25,6,"	0",kv
25,7,"	0",kv
25,8,"	0",kv
25,9,"	0.0330000000000013",kv
25,10,"	0",kv
25,11,"	0.0190000000000055",kv
25,12,"	0.00799999999999557",kv
25,13,"	0",kv
25,14,"	0.00500000000000966",kv
25,15,"	0.00999999999999091",kv
25,16,"	0",kv
25,17,"	0.0240000000000009",kv
25,18,"	0.00100000000000477",kv
25,19,"	0.0240000000000009",kv
25,20,"	0.00399999999999068",kv
25,21,"	0.00900000000000034",kv
25,22,"	0.00300000000000011",kv
25,23,"	0.00600000000000023",kv
26,0,"	0",kv
26,1,"	0",kv
26,2,"	0",kv
26,3,"	0",kv
26,4,"	0.0170000000000101",kv
26,5,"	0",kv
26,6,"	0",kv
26,7,"	0",kv
26,8,"	0",kv
26,9,"	0.00399999999999068",kv
26,10,"	0.0490000000000066",kv
26,11,"	0.0229999999999961",kv
26,12,"	0.00100000000000477",kv
26,13,"	0.00199999999999534",kv
26,14,"	0.0180000000000007",kv
26,15,"	0.0100000000000051",kv
26,16,"	0.0249999999999915",kv
26,17,"	0.00300000000000011",kv
26,18,"	0.034000000000006",kv
26,19,"	0.0409999999999968",kv
26,20,"	0",kv
26,21,"	0.00300000000000011",kv
26,22,"	0.0109999999999957",kv
26,23,"	0.00100000000000477",kv
27,0,"	0",kv
27,1,"	0",kv
27,2,"	0",kv
27,3,"	0",kv
27,4,"	0.00900000000000034",kv
27,5,"	0",kv
27,6,"	0",kv
27,7,"	0",kv
27,8,"	0",kv
27,9,"	0",kv
27,10,"	0.0109999999999957",kv
27,11,"	0.00800000000000978",kv
27,12,"	0.019999999999996",kv
27,13,"	0.00300000000000011",kv
27,14,"	0.0630000000000024",kv
27,15,"	0.090999999999994",kv
27,16,"	0.0349999999999966",kv
27,17,"	0.0660000000000025",kv
27,18,"	0.0550000000000068",kv
27,19,"	0.00199999999999534",kv
27,20,"	0.0120000000000005",kv
27,21,"	0.0250000000000057",kv
27,22,"	0.00199999999999534",kv
27,23,"	0.00499999999999545",kv
28,0,"	0",kv
28,1,"	0",kv
28,2,"	0",kv
28,3,"	0",kv
28,4,"	0",kv
28,5,"	0",kv
28,6,"	0",kv
28,7,"	0",kv
28,8,"	0.00400000000000489",kv
28,9,"	0.00100000000000477",kv
28,10,"	0.0249999999999915",kv
28,11,"	0.0570000000000022",kv
28,12,"	0.0640000000000072",kv
28,13,"	0.00300000000000011",kv
28,14,"	0",kv
28,15,"	0",kv
28,16,"	0",kv
28,17,"	0",kv
28,18,"	0",kv
28,19,"	0.0559999999999974",kv
28,20,"	0.00300000000000011",kv
28,21,"	0.0339999999999918",kv
28,22,"	0.00100000000000477",kv
28,23,"	0.00100000000000477",kv
29,0,"	0.00499999999999545",kv
29,1,"	0.00199999999999534",kv
29,2,"	0",kv
29,3,"	0",kv
29,4,"	0",kv
29,5,"	0",kv
29,6,"	0",kv
29,7,"	0.00600000000000023",kv
29,8,"	0.00600000000000023",kv
29,9,"	0.046999999999997",kv
29,10,"	0.0110000000000099",kv
29,11,"	0.0309999999999917",kv
29,12,"	0.00600000000000023",kv
29,13,"	0.0420000000000016",kv
29,14,"	0.00600000000000023",kv
29,15,"	0.0160000000000053",kv
29,16,"	0.063999999999993",kv
29,17,"	0",kv
29,18,"	0.00900000000000034",kv
29,19,"	0",kv
29,20,"	0.0240000000000009",kv
29,21,"	0.00500000000000966",kv
29,22,"	0.00599999999998602",kv
29,23,"	0.00500000000000966",kv
30,0,"	0",vv
30,1,"	0",vv
30,2,"	0",vv
30,3,"	0",vv
30,4,"	0",vv
30,5,"	0",vv
30,6,"	0",vv
30,7,"	0",vv
30,8,"	0",vv
30,9,"	0.0559999999999974",vv
30,10,"	0",vv
30,11,"	0",vv
30,12,"	0.0420000000000016",vv
30,13,"	0.00400000000000489",vv
30,14,"	0.00900000000000034",vv
30,15,"	0.0599999999999881",vv
30,16,"	0.0160000000000053",vv
30,17,"	0",vv
30,18,"	0.00799999999999557",vv
30,19,"	0.00200000000000955",vv
30,20,"	0.000999999999990564",vv
30,21,"	0.0370000000000061",vv
30,22,"	0.00100000000000477",vv
30,23,"	0.00600000000000023",vv
31,0,"	0",vv
31,1,"	0",vv
